post_id,user_id,created_at,text,retweet_count,favorite_count,reply_count,quote_count,hashtags,location,place
1894047554196672623,1481544286172860419,Mon Feb 24 15:31:41 +0000 2025,im honestly tired of this country. everything has gone from manageable to worst. its unbearable at this point,0,0,0,0,,,
1894133027782991954,1519520480994074625,Mon Feb 24 21:11:19 +0000 2025,"i support canadians, and i am tired of the slick-talking, gaslighting globalists that are manipulating everything and almost everyone.have a great day! ",12,116,3,0,,"BC, Canada",
1894041731043131715,1515808089001312264,Mon Feb 24 15:08:32 +0000 2025,"honestly, i'm sick and tired of nigers ruining everything. for god sakes, black people get your shit together.. people are sick an tired of it. not all blacks are nigers, not all nigers are black some are white, some are red or yellow. come on guys we all need to do better",0,0,0,0,,f u c k y o u ,
1893911235130957925,865093653177409536,Mon Feb 24 06:30:00 +0000 2025,"im tired of explaining my side, so i just accepted that everything is my fault.",2417,5015,73,138,,Ph ,
1894030266387026092,1427451560997658627,Mon Feb 24 14:22:59 +0000 2025,tired of everything.,0,0,0,0,,"La Rioja, Argentina",
1893968504799555956,462596734,Mon Feb 24 10:17:34 +0000 2025,i keep wondering how this continues to break me to pieces. i'm so tired of pretending everything is alright,0,0,0,0,,im right here,
1893937680418832734,1010463274201174016,Mon Feb 24 08:15:05 +0000 2025,i'm literally tired of everything ,0,0,0,0,,Canada ,
1893970065378169301,1722759213313609728,Mon Feb 24 10:23:46 +0000 2025,honestly i'm tired of everything ,0,0,0,0,,,
1893827995976003935,1592842799115812864,Mon Feb 24 00:59:14 +0000 2025,at this point im tired of everything,0,1,0,0,,,
1893967793650807253,1791279011424837632,Mon Feb 24 10:14:44 +0000 2025,im tired of everything already.,0,0,0,0,,+25 • they/them • rps 🔞,
1893997882895720462,348794777,Mon Feb 24 12:14:18 +0000 2025,so tired of everything and everybody!!,0,0,0,0,,Da boot.,
1893866849508462845,348794777,Mon Feb 24 03:33:37 +0000 2025,im so tired of everything,0,0,0,0,,Da boot.,
1893952870954709109,1800497698522480640,Mon Feb 24 09:15:27 +0000 2025,"manchiki rojulu levu , chedda valle happy ga untunaru .. tired of everything ",0,2,0,0,,,
1893913455926616394,876054604278099969,Mon Feb 24 06:38:49 +0000 2025,im so so tired of everything man.,0,0,0,0,,Where the money resides🌈,
1894000529074004306,1089823264719818752,Mon Feb 24 12:24:49 +0000 2025,putangina im so tired of everything.,0,0,0,0,,6100,
1893839644426416470,1378483756047163397,Mon Feb 24 01:45:31 +0000 2025,im so tired of acting like everything is okay,0,5,2,0,,,
1893779039753499096,1662696062589468675,Sun Feb 23 21:44:42 +0000 2025,im so tired of everything,0,4,0,0,,24,
1893842031002231212,712518813233889280,Mon Feb 24 01:55:00 +0000 2025,tired of everything once again ,0,3,0,0,,ig • honeyxpot_,
1893912188336640315,1776682211908960256,Mon Feb 24 06:33:47 +0000 2025,im tired of everything going wrong for me,0,0,0,0,,,
1893880842042139115,1782926074277511168,Mon Feb 24 04:29:14 +0000 2025,im tired of everything n everybody,0,0,0,0,,,
1893822961439719458,1819866578667606017,Mon Feb 24 00:39:14 +0000 2025,i was sick and tired of everything when i called you last night from glasgow,0,2,0,0,,Princess Flora of Linphea🪷🌈,
1893962015321825286,591185021,Mon Feb 24 09:51:47 +0000 2025,so tired of everything lol,0,0,0,0,,,
1893930640707326355,1038864300608311296,Mon Feb 24 07:47:06 +0000 2025,amruta bullying virat is everything to me..i will never get tired of saying how much sriti arjit nail their expressions to the t like him being rendered defenseless nd specchless nd her being so smug fr 10/10 amvira kmtmg ,13,48,1,3,amvira|kmtmg,arshi manan akdha adiya amvira,
1893807356292563015,1612190344405303296,Sun Feb 23 23:37:13 +0000 2025,tired of everything and everybody.,0,0,0,0,,Chicago ,
1893788907432530301,1557418197900484619,Sun Feb 23 22:23:55 +0000 2025,im so tired of everything,0,1,0,0,,"Lagos, Nigeria",
1893673696792900062,1680595515631865856,Sun Feb 23 14:46:06 +0000 2025,so tired of everything man but anyways,0,0,0,0,,she/her | 20+,
1893793602091806994,1095542053327507463,Sun Feb 23 22:42:34 +0000 2025,im tired of everything and everybody tbh,0,0,0,0,,,
1893759583618756627,1803020247496085504,Sun Feb 23 20:27:23 +0000 2025,im so tired of everything ive been eating. i want my mummys amala,1,4,0,0,,,
1893794663233958280,1550077373399408640,Sun Feb 23 22:46:47 +0000 2025,deep down inside im so tired of everything.,3,1,0,0,,"New Orleans, LA",
1893749316881174747,1534838663632551938,Sun Feb 23 19:46:35 +0000 2025,"tired eyes, tired of everything.",1,44,39,0,,on top of discussions,
1893686299543966037,1188514321694887944,Sun Feb 23 15:36:11 +0000 2025,tired of acting like everything is alright when it's not,0,0,0,0,,,
1893842300360376764,1847663024506654721,Mon Feb 24 01:56:04 +0000 2025,im so tired of everything,0,6,0,0,,,
1893793211656687925,1106380521112825858,Sun Feb 23 22:41:01 +0000 2025,"tired of acting like everythings ok , i need a  eater ",0,0,0,0,,"Kansas City, MO",
1893788903070437591,2622919222,Sun Feb 23 22:23:54 +0000 2025,like im soo tired of everybody &amp; everything.,1,0,0,0,,,
1893858002106450338,1187778908650901510,Mon Feb 24 02:58:28 +0000 2025,im so tired of everything in life. im exhausted.,0,0,0,0,,CHI,
1893869030743621639,1243756104317894662,Mon Feb 24 03:42:17 +0000 2025,"is insane how adrien/chat noir was breaking down and tired of everything but at the moment he saw ladybugs downall, he pushed down all those negative feelings just for comforted her ",52,554,3,4,,jenlisa,
1893681923848802438,1720377634033377280,Sun Feb 23 15:18:48 +0000 2025,lately i have been pondering and asking myself on what next after uni ? im tired of everything lately ,0,0,0,0,,Somwhere on earth ,
1893776650141049176,1759151675888345088,Sun Feb 23 21:35:12 +0000 2025,fuck fuck fuck im tired of everything everything sucks i feel so lonely im gonna fucking die alone shit shit shit shit i cant do this,0,1,0,0,,"The Pentagon , Washington D.C.",
1893768242130239946,18159367,Sun Feb 23 21:01:48 +0000 2025,"i am so sleepy and tired of everything. trying to stay afloat, but sometimes i would like to sleep for months and wake up when the world is a better place (nice joke).",0,2,1,0,,in my own bubble ∘˚˳°∘°,
1893893389386440873,1281469067740643331,Mon Feb 24 05:19:05 +0000 2025,so tired of everything i wanna sleep for millions of yrs,0,1,0,0,,,
1893892729156911571,979597266,Mon Feb 24 05:16:28 +0000 2025,sometimes i feel like crying for no reason. i'm just tired - tired of everything and everyone.,0,0,0,0,,"Perak, Malaysia",
1893913233662132565,1477870453280628736,Mon Feb 24 06:37:56 +0000 2025,i have no idea what god has been punishing me for but i'm tired of everything being difficult,0,4,0,0,,jersey / 23 ,
1893817085299491127,1707912628654243840,Mon Feb 24 00:15:53 +0000 2025,i'm so sick and tired of everythingi don't want to or have energy to do anything and can't focusthank god i'm fasting and not eating my weight in sugar like i would certainly be doing if i wasn't,0,11,1,0,,fin,
1893636300743270893,199318107,Sun Feb 23 12:17:30 +0000 2025,"im so fucking tired, of everything",0,0,0,0,,"North Carolina, USA",
1893697168571056325,1729177700148121600,Sun Feb 23 16:19:22 +0000 2025,im just so tired of everything,0,0,0,0,,,
1893615324861472878,1163234078256062465,Sun Feb 23 10:54:09 +0000 2025,tired of myself tired of everything its so overwhelming,0,2,0,0,,,
1893674145897951587,1814303159453724672,Sun Feb 23 14:47:53 +0000 2025,i'm tired of everything.,0,0,0,0,,,
1893763407813231006,1789730231747526657,Sun Feb 23 20:42:35 +0000 2025,"im so tired of everything i hate this im horrible, im selfish, im aggressive, im lazy, im paranoid, im mean and i dont know how to change any of it",0,3,1,0,,meow !! :3,
1893579515500077414,1744888235011014656,Sun Feb 23 08:31:52 +0000 2025,keep on feeling like i'm screwing things up and failing peoplei'm getting tired of everything and myself man,0,0,0,0,,shitass land of the fucknuts,
1893697403934413290,1283430329362063360,Sun Feb 23 16:20:18 +0000 2025,im just so tired of everything.,1,15,0,0,,,
1893729418511610313,1430159671298514955,Sun Feb 23 18:27:31 +0000 2025,my whole point of being on twt is to come back after every two days to tweet how tired i am of everything,0,6,1,0,,fairyland,
1893719777773764845,171980778,Sun Feb 23 17:49:13 +0000 2025,"trying to remain level headed through all this bullshit has made me just want to give up. im so tired of everything, my job my life",0,3,0,0,,,
1893585902368092443,1787163749104623616,Sun Feb 23 08:57:14 +0000 2025,"im quitting countryhumans community. this shit is just too much for me, im tired of seeing literal corn everywhere, im tired of this nonsense. i sm tired of this shit yall committing, im tired of natzees, commushits, dictatorial government supporters and everything. so, bye.",0,5,0,0,,,
1893683210975887557,1877543215244496896,Sun Feb 23 15:23:55 +0000 2025,im so tired of everything,0,3,0,0,,,
1893847578543788405,1534626193202462720,Mon Feb 24 02:17:03 +0000 2025,ed fatigue is so real can i just be skinny already im bored and tired of starving and counting and everything abt it atp,2,12,0,0,,graveyard,
1893837339861942740,1466877933415542784,Mon Feb 24 01:36:22 +0000 2025,raise your hand if youre tired of jean smart winning everything! ,0,4,3,0,,My Mojo Dojo Casa House,
1893791775183036527,319395925,Sun Feb 23 22:35:18 +0000 2025,im really just tired of everything,0,0,0,0,,,
1893548303092178975,756437822446284800,Sun Feb 23 06:27:50 +0000 2025,i hate my thoughts right now. maybe i am just tired. tired of everything. tomorrow is another day,0,0,0,0,,,
1893694326649114776,1615705469364109313,Sun Feb 23 16:08:05 +0000 2025,so tired of everything,0,0,0,0,,,
1893857097642549677,1869142832952573952,Mon Feb 24 02:54:52 +0000 2025," no fr money that could go to other things, tired of the brain fog, tired of everything feeling muted, tired of the dependency",0,7,0,0,,,
1893771429759402230,756338406536249344,Sun Feb 23 21:14:28 +0000 2025,istg at this point every form of media should come with author's notes handholding the viewer/reader and telling them blatantly what's going on because i'm tired of people misinterpreting everything about a show/game/manga etc. and acting like their warped versions are canon ,0,1,1,0,,"California, USA",
1893676833121382511,1640093123337494530,Sun Feb 23 14:58:34 +0000 2025,"honestly, im tired of everything. nowadays, im noticing mood swings, and easily to be triggered. whats wrong with me!!",0,1,0,0,,,
1893738824900976867,5029751,Sun Feb 23 19:04:54 +0000 2025,so completely tired of everything on my pc popping up something at me asking me to buy something,0,0,0,0,,"Las Vegas, NV",
1893615493929750559,1268870342774149121,Sun Feb 23 10:54:50 +0000 2025,tired of everything,0,1,1,0,,bay area,
1893499856108319104,4642482935,Sun Feb 23 03:15:19 +0000 2025,"im tired of explaining my side, so i just accepted that everything is my fault.",131,303,8,6,,,
1893450198120308832,1396129154920222723,Sat Feb 22 23:58:00 +0000 2025,tired of acting like everything is alright when it's not,95,158,9,1,,,
1893596333212148144,1523287191685935160,Sun Feb 23 09:38:41 +0000 2025,i'm so sick and tired of everything,0,4,0,0,,#SHEDtwt,
1893673810877923563,1626345391724847104,Sun Feb 23 14:46:33 +0000 2025,"lord, i am tired. already tired of everything. ",0,0,0,0,,,
1893667784325726425,991850794637869056,Sun Feb 23 14:22:37 +0000 2025,im so sick n tired of everything.,0,0,0,0,,"Nacogdoches, TX",
1893620239981597150,1652320611010748416,Sun Feb 23 11:13:41 +0000 2025,im actually kind of tired of everything,0,0,0,0,,she/ her | 25,
1893570038906368027,1621469022695919616,Sun Feb 23 07:54:12 +0000 2025,tired of acting like everything is alright when it's not,0,1,0,0,,BuDhabi,
1893634887208317058,1487942907889950729,Sun Feb 23 12:11:53 +0000 2025,"feeling tired by all the drama, 'bad news' of today? in the grand scheme of things, almost everything happening now will be forgotten, irrelevant, lost to time. the only thing that truly matters, the only event that will reshape everything, is the arrival of asi. everything",30,265,33,7,,,
1893620634858496235,1853373737527304192,Sun Feb 23 11:15:15 +0000 2025,"dear god, please send me divine help.  lord, please send me helpers .dear god, please send me divine help.  lord, please send me helpers .i am tired of everything ",0,0,0,0,,"Lagos, Nigeria",
1893563875531845705,1878284120662372352,Sun Feb 23 07:29:43 +0000 2025,im so tired of everything,0,1,0,0,,,
1893403587381772556,1836731661989392385,Sat Feb 22 20:52:47 +0000 2025,"and sometimes, i feel like crying without any reason because im tired. tired of everything and everyone!!",0,2,0,0,,,
1893573647916507170,1740804209975681024,Sun Feb 23 08:08:33 +0000 2025,i am sick and tired of telling people i am sick and tired because they gonna think i am always sick and tired but i am actually always sick and tired of everything.,1,12,0,0,,Education ,
1893541512421745141,1401091356450197506,Sun Feb 23 06:00:51 +0000 2025,actually whatever everyone can fend for themselves im tired of planning everything,0,1,0,0,,,
1893549979819790418,1886853552959840256,Sun Feb 23 06:34:30 +0000 2025,"i just cant be the person she first met. im so tired of everything, i have nothing to give.",0,0,1,0,,,
1893651253168574634,1885882842347139072,Sun Feb 23 13:16:55 +0000 2025,"to everyone, it's okay to feel tired of everything thats happening, so take a rest if you need to. but please remember, this will come to an end. dont give up until we save our girls. justice must be served! fayeyoko till the end alwayswithfy",0,1,0,0,alwayswithfy,,
1893661995884290491,1378199814458859523,Sun Feb 23 13:59:37 +0000 2025,"are you tired of hoping, begging, and praying for god to answer your cries for help? start doing this and watch how fast things change!i encourage everyone to give him praise &amp; thanksgiving for everything he has already done. the bible says; ""he already knows what we need, even",88,498,65,2,,"davexrplion.com, NIA, IP, ©, ™",
1893659311005426098,1660487870,Sun Feb 23 13:48:56 +0000 2025,"true true, youll get tired of everything thing you craved madly",0,0,0,0,,,
1893703260843700660,1067118149106130944,Sun Feb 23 16:43:35 +0000 2025,"in a place where im genuinely tired of everything. not even in a depressed kind of way, im just tired of putting effort in many things and want a break from being a human.",226,1024,13,10,,Pluto ✨,
1893755915653820799,1205899680640651265,Sun Feb 23 20:12:49 +0000 2025,"god im tired of this country, everything is designed to piss you off.",1,0,0,0,,"Lagos, Nigeria",
1893462923802280446,1480042559242076161,Sun Feb 23 00:48:34 +0000 2025,i'm really tired of everything.,0,0,0,0,,United States,
1893382401843188026,1708842593579057152,Sat Feb 22 19:28:36 +0000 2025,i'm so tired of everything lately,0,3,0,0,,45kg–99lb HE/they,
1893420223115538919,1691340724476755968,Sat Feb 22 21:58:53 +0000 2025,im so tired of everything honestly,1,1,0,0,,,
1893408614724808729,1552107657825247234,Sat Feb 22 21:12:46 +0000 2025,i'm tired of everything..,0,0,0,0,,Riyadh,
1893429580440182888,411279269,Sat Feb 22 22:36:04 +0000 2025,im literally tired of everything.,0,0,0,0,,philippines,
1893454222697390318,1457426666154774535,Sun Feb 23 00:14:00 +0000 2025,ill never get tired of laughing everything just funny to me,1,1,0,1,,,
1893474636362309642,1818177693055320064,Sun Feb 23 01:35:07 +0000 2025,im so tired of everything,0,0,0,0,,priv- suicidalangell_,
1893499923233984767,1889972518829821952,Sun Feb 23 03:15:35 +0000 2025,i am so sick and tired of everything,0,0,0,0,,,
1893340043751670177,1845798535947567105,Sat Feb 22 16:40:17 +0000 2025,im so tired of everything ,2,20,0,0,,19 ,
1893408662971924539,79247711,Sat Feb 22 21:12:57 +0000 2025,"a long life is not always a happy one, you get tired of fighting, tired of losing people you care about. you see everything turn to dust, and if you live long enough, you end up alone.chesterbennington chester celebratechesterlife ",4,25,0,0,chesterbennington|chester|celebratechesterlife,Moscow,
1893399630202765662,853678088,Sat Feb 22 20:37:04 +0000 2025,tired of feeling everything so big and deeply.,0,0,0,0,,"Las Vegas, NV",
1893451331677069661,1722845894171832320,Sun Feb 23 00:02:30 +0000 2025,never get tired of wonbin singing hug.. his voice is everything ,11,83,0,0,,,
1893594618241167376,1214846818007187456,Sun Feb 23 09:31:52 +0000 2025,im so close on giving up  im so tired of everything. feels like this is just a never ending cycle of suffering..,0,0,0,0,,south east,
1893542906398470450,1877099423932825600,Sun Feb 23 06:06:23 +0000 2025,i feel so tired of everything dude,0,0,0,0,,☆ Instagram acc: @/necrocutt ☆,
1893354780732293206,1106766091810820096,Sat Feb 22 17:38:51 +0000 2025,i'm tired of getting taxed for everything  shit annoying,0,4,2,0,,,
1893355557701959898,1500138980590903297,Sat Feb 22 17:41:56 +0000 2025,i'm so tired of being strong.so tired of trying to do everything myself.,2,6,0,0,,Somewhere around the world ,
1893601043554168866,1852017252683649026,Sun Feb 23 09:57:24 +0000 2025,im tired of carrying everything in life,0,0,0,0,,Top | Another space,
1893377328488616227,1742638858842296320,Sat Feb 22 19:08:27 +0000 2025,i am even tired of everything.wetin chelsea dey do me ,0,1,0,0,,,
1893352954104594854,1811878277306302464,Sat Feb 22 17:31:35 +0000 2025,im so tired of calculating everything. like can i just look beautiful,0,4,0,0,,19,
1893443653709836699,1567973640469204997,Sat Feb 22 23:32:00 +0000 2025,fck everyone im tired of everything omg,0,0,0,0,,,
1844981324018274431,865093653177409536,Sat Oct 12 06:00:00 +0000 2024,feel disappointed with myself lately. i'm becoming  the person i never wish to be. i'm stuck with being miserable in life &amp; don't know how to get out from the dark. i don't have the strength to fight for my battles &amp; i feel like all my hopes are gone now.,5732,10980,73,217,,Ph ,
1664661570499010563,1536238035540377600,Fri Jun 02 15:53:40 +0000 2023,"if you're feeling ""hopeless"" open this:- thread - ",1955,8822,16,52,,,
1593183469915451392,1536238035540377600,Thu Nov 17 10:05:13 +0000 2022,"if you're feeling ""hopeless"" open this:- thread - ",4169,16014,28,114,,,
1630882936571453446,1536238035540377600,Wed Mar 01 10:49:27 +0000 2023,"if you're feeling ""hopeless"" open this:- thread - ",4709,20063,111,126,,,
1681317978145693698,1622548997125578754,Tue Jul 18 15:00:18 +0000 2023,"if you're feeling ""hopeless"" open this:- thread - ",344,1792,10,8,,Newsletter:,
1852229086636016082,865093653177409536,Fri Nov 01 06:00:01 +0000 2024,feel disappointed with myself lately. i'm becoming  the person i never wish to be. i'm stuck with being miserable in life &amp; don't know how to get out from the dark. i don't have the strength to fight for my battles &amp; i feel like all my hopes are gone now.,2890,5685,45,102,,Ph ,
1664984321411756032,1531401621048922112,Sat Jun 03 13:16:10 +0000 2023,"if you're feeling ""hopeless,"" open this:- thread - ",149,904,5,6,,DM  FOR GROWTH SERVICE,
1884179614408618372,865093653177409536,Tue Jan 28 10:00:01 +0000 2025,feel disappointed with myself lately. i'm becoming  the person i never wish to be. i'm stuck with being miserable in life &amp; don't know how to get out from the dark. i don't have the strength to fight for my battles &amp; i feel like all my hopes are gone now.,4108,8412,72,184,,Ph ,
1857465000178147591,1582619948001607680,Fri Nov 15 16:45:40 +0000 2024,"if you're feeling ""hopeless,"" open this:- thread - ",175,1151,16,9,,,
1895306704822378606,1399171776165330944,Fri Feb 28 02:55:06 +0000 2025,yall ever feel lightheaded n hopeless,0,2,2,0,,18 it/she,
1895220857683017756,41741349,Thu Feb 27 21:13:58 +0000 2025,everything feels pointless to me as of recent,0,1,0,0,,,
1895158232252916218,857812835560112128,Thu Feb 27 17:05:07 +0000 2025,i dont think ive felt this tired and hopeless in a while,1,0,0,0,,"England, United Kingdom",
1895222456862023866,1885047780621901824,Thu Feb 27 21:20:19 +0000 2025,feeling so worthless and dumb and boring ughh i rarely feel this so idk how to deal with it ,1,2,1,0,,edtwt,
1896729579135660117,1744196274314694656,Tue Mar 04 01:09:05 +0000 2025,feeling quite  and iid ,0,0,0,0,,edtwt ➳ bmi 13s,
1895202940358627536,1765844826077958144,Thu Feb 27 20:02:46 +0000 2025,feeling stupid is such a turn on :/,5,216,48,1,,,
1897611658446434610,581761694,Thu Mar 06 11:34:09 +0000 2025,"every spring, i think about this poem: seamus heaneys after liberation, from the spirit level (1996).the world feels pretty hopeless at the minute; but one day it will be gone and gone for good, the thing | that nearly broke you ",1,3,0,0,,Oxford,
1846955714314391923,833317803620851716,Thu Oct 17 16:45:31 +0000 2024,feel disappointed with myself lately. i'm becoming  the person i never wish to be. i'm stuck with being miserable in life &amp; don't know how to get out from the dark. i don't have the strength to fight for my battles &amp; i feel like all my hopes are gone now.,929,1451,111,43,,Philippines 🇵🇭 ,
1895367850581475622,1661228865459552256,Fri Feb 28 06:58:04 +0000 2025,i feel so hopeless ,0,5,0,0,,,
1897507184604311785,1468904823114317824,Thu Mar 06 04:39:01 +0000 2025,"dear young people of zimbabwe,  i see you. i see your pain, your frustration, and your weariness. i see the ways the system has failed you, leaving many of you feeling hopeless and trapped. but i also see your strength, your resilience, and your potential.",0,0,1,0,,"Harare, Zimbabwe",
1896225305741934773,1348205883331895296,Sun Mar 02 15:45:17 +0000 2025,feeling so hopeless about this one dua  it seems almost impossible at this point. pls anyone who reads this pray for me,2,20,2,1,,apni duniya mai,
1896901013560607050,1700074975351185408,Tue Mar 04 12:30:19 +0000 2025,"i was good at feeling nothing, now i'm hopeless",0,3,0,0,,   7,
1895403683317498100,729803504429207552,Fri Feb 28 09:20:27 +0000 2025,i feel hopeless,0,3,2,0,,,
1897503393611960553,1458062781098479620,Thu Mar 06 04:23:57 +0000 2025,i hate feeling so miserable and hopeless and now it feels like ill never be saved and i have no strength to save myself,0,0,0,0,,,
1833329099290644769,1632226392141352960,Tue Sep 10 02:18:13 +0000 2024,ive reached that time of the day where i feel utterly hopeless and alone,104,472,9,9,,your local bog,
1894055511865127113,1015375292247040000,Mon Feb 24 16:03:18 +0000 2025,if youre ever feeling hopeless just know mindfulness works,0,3,0,0,,,
1897409746346631680,91230066,Wed Mar 05 22:11:50 +0000 2025,such a dark and scary time we live right now. feels incredibly hopeless.,0,2,1,0,,,
1894472860942700636,1885749649316990976,Tue Feb 25 19:41:42 +0000 2025,i try not to blackpill but i do feel hopeless. i think things may be broken beyond repair and it makes me feel really sick to my stomach.,0,8,6,0,,,
1897309039144657158,28700169,Wed Mar 05 15:31:39 +0000 2025,it's a continuous struggle not to feel hopeless right now. i'm trying,0,4,0,0,,"New York, NY",
1895323664977142043,1827091050873208832,Fri Feb 28 04:02:29 +0000 2025,"these shots of mark and gemma paralleling and fading into each other, because they both feel hopeless and think they lost their loved one foreverthis is how you do visual storytelling severance ",465,6728,17,59,severance,Arrakis,
1897430658173026572,1331694420845092868,Wed Mar 05 23:34:56 +0000 2025,i feel so broke and hopeless rn,0,4,0,0,, 18 ☥ she/her ☥ irl angel 𝄞,
1894634825526481133,1455221604,Wed Feb 26 06:25:17 +0000 2025,ive never felt so hopeless in my life and thats because ive been in my head for too long. when im not in my head all i see is light,0,2,0,0,,,
1897293998525702275,1871631260574990336,Wed Mar 05 14:31:53 +0000 2025,"i feel worthless, hopeless, sick.",5,20,0,0,,"15, 5'4",
1895207106481131831,1824743179293216769,Thu Feb 27 20:19:20 +0000 2025,i genuinely feel so helpless and desperate,0,0,0,0,,yume ,
1897377979501564088,1753508848068153344,Wed Mar 05 20:05:36 +0000 2025,"depression is why you never recover from burnout.- friends misunderstand burnout, leading to social isolation.- exhaustion leads to not moving, resulting in low mood.- not working and accomplishing nothing results in low self worth.reach out when your feeling hopeless. ",1,4,1,0,,Burnout resilience tools👉,
1897095646517371180,1750963729175334912,Wed Mar 05 01:23:43 +0000 2025,ending things feels more and more like the only option every single day ive lost all hope in anything ,0,0,0,0,,bmi 14’s (she/they),
1895500450763547129,1331464825545830400,Fri Feb 28 15:44:58 +0000 2025,i am miserable in every aspect of my life and everything feels hopeless ,0,2,0,0,,,
1897290460126962111,1709795148865880064,Wed Mar 05 14:17:50 +0000 2025,this is the most hopeless ive felt in years,0,8,0,1,,,
1896966381629042835,1187447613101989889,Tue Mar 04 16:50:03 +0000 2025,feeling incredibly hopeless and burdensome today :)),0,0,0,0,,,
1897365665797054501,1876241396044300288,Wed Mar 05 19:16:40 +0000 2025,i think i made this not to make anyone feel hopeless or sad but bc when i look at it a disgustingly optimistic part of me thinks something along the lines of yeah bonds like these could never be severed indefinitely and its only a matter of time before we see them together again ,61,574,5,8,,since 2017/she - her ,
1896648146585096597,1759474135640489984,Mon Mar 03 19:45:30 +0000 2025,"i was good at feeling nothing, now im hopeless",1,2,1,0,,,
1887531024860447079,1732732999903358976,Thu Feb 06 15:57:19 +0000 2025,every day i feel so hopeless and wish that one day living wont take so much effort,447,893,3,3,,i ♡ my favorite ,
1895698942509379683,1889813360633389056,Sat Mar 01 04:53:42 +0000 2025,someone silent send me ugh feeling so hopeless,0,2,0,0,,"Dallas, TX",
1895753727979712912,1846771249046761472,Sat Mar 01 08:31:24 +0000 2025,"life, youll make mistakes, youll stumble, youd feel hopeless so many times, but we just have to keep on going. literally no choice.",67,298,43,3,,,
1897513322834174004,1485297714296360962,Thu Mar 06 05:03:24 +0000 2025,for those of you that feel hopeless and lost with everything that is happening in politics i can change how you feel. disconnect from the politisphere for two weeks. a journey of mind and body. at a critical time like this jazzmine ?? yes. there has never been a more ,0,3,0,0,,South County California,
1897001126870061256,1709017166773649408,Tue Mar 04 19:08:07 +0000 2025,"no matter how dark and hopeless things may feel,never forget how much our people can accomplish with such odds stacked against us. ",12,70,2,1,,in the groves and high places.,
1896251176208957583,1886461777099304960,Sun Mar 02 17:28:05 +0000 2025,whenever u feel hopeless and defeated..remember these legends started from zero.. ,5,10,0,0,,Mumbai,
1897268601234841728,1706233812089454592,Wed Mar 05 12:50:58 +0000 2025,"yang merasa hopeless romantic, feeling lonely dan feeling unworthy boleh retweet",11,15,18,1,,die 4 u,
1854222673238220996,15904669,Wed Nov 06 18:01:49 +0000 2024,"if youre feeling a little hopeless this morning, remember: no one really knows what might come nextand there are plenty of reasons still to be hopeful, even when all else seems lost. for more reasons to be hopeful, follow the link. ",14,36,0,0,,Global,
1897511359077576723,20866214,Thu Mar 06 04:55:36 +0000 2025,feeling hopeless?  there is joy in lent. ,0,0,0,0,,Chicago Metro Area,
1861113044954161370,1112003189895806976,Mon Nov 25 18:21:42 +0000 2024,"i feel stuck, with no ambition and full of doubts. everything seems worthless and a mirage that begets more mirages",66,1104,56,5,,,
1897580723898392945,168543216,Thu Mar 06 09:31:14 +0000 2025,"ippo vs gedo match was stressful as hell but it was great because we got to see just how much ippo and kamogawa believe in each other, even when they were feeling hopeless  ",0,1,0,0,,she/her | 28,
1894488792641540540,1674668675763433472,Tue Feb 25 20:45:00 +0000 2025,anyone have the cure for utter burnout and feeling hopeless? ,1,18,18,0,,,
1895307029251862576,1023950512004194304,Fri Feb 28 02:56:23 +0000 2025,"fuck all the shitthis was created to make you feel hopeless. this is more negative energy being put out into the world.we don't have to take their shitwe need to unite and create a voiceby voice, i mean a true voice that is philosophically thought out that moves humanity",0,2,0,1,,Texas,
1897418125898879455,23077947,Wed Mar 05 22:45:08 +0000 2025,feel very hopeless; city leaders working to relocate people living in homesless encampment ,0,2,0,0,,"Dayton, OH",
1896802892830662736,1172235085795344384,Tue Mar 04 06:00:25 +0000 2025,getting war flashbacks to the way things were when my ex and i broke up a year ago. feeling recklessly fragile and hopeless,0,2,1,0,,Sacramento,
1895142920141054223,1519981403714486273,Thu Feb 27 16:04:16 +0000 2025,i don't even know what to do from here. i've no idea what's even available for me. it all feels hopeless.,1,18,7,1,,,
1897197039223488901,1189816220163432448,Wed Mar 05 08:06:37 +0000 2025,"whenever you feel hopeless about the hate and ruin and sadness in the world, remember that the sun still rises every day, still draws long shadows on the fields, the birds still sing their little hearts out in the gold, and the spring flowers still push up through the hard earth ",463,2531,71,20,peakdistrict,"Peak District, England",
1897442023910846490,1684238508951474176,Thu Mar 06 00:20:05 +0000 2025,"do you ever feel like just for a brief moment, you have resolved your hopeless confusion?",0,7,0,0,,Wootton Major,
1895975730221330717,786270350233317376,Sat Mar 01 23:13:34 +0000 2025,i feel so bitter and rotten and hopeless all the time. my life feels like a dead end. i just want to live,0,2,0,0,,leeds,
1895216175522726224,1553140270501445632,Thu Feb 27 20:55:22 +0000 2025,feeling so hopeless i feel like i have no prospects and no future,0,1,1,0,,18He ✴︎ ugw 45kg,
1897474524506886165,856021074416472064,Thu Mar 06 02:29:14 +0000 2025,that feel when you're a hopeless romantic but you're doomed by the narrative--,0,3,0,0,,En busca de un sueño,
1897004917157712181,3282069583,Tue Mar 04 19:23:11 +0000 2025,"when you feel hopeless, watch the stars. there are the brightest stars that will send you a ray of hope. - tolstoy",0,76,3,0,,,
1896413421895365054,1079776952146411525,Mon Mar 03 04:12:48 +0000 2025, im feeling hopeless,0,2,0,0,,,
